"EXP_39";"EXP_29";"EXP_42";"EXP_41";"EXP_3";"EXP_40";"EXP_38";"EXP_26";"EXP_1";"EXP_43";"EXP_7";"EXP_9";"EXP_8";"EXP_4";"EXP_19";"EXP_10";"EXP_17";"EXP_25";"EXP_45";"EXP_6";"EXP_2";"EXP_16";"EXP_13";"EXP_14";"EXP_11";"EXP_15";"EXP_12";"EXP_5";"EXP_18";"EXP_44";"EXP_28"
2.4432690000000001e-01;4.8268270000000002e-02;2.6037050000000000e-01;2.6850510000000000e-01;5.8848810000000001e-02;1.8982479999999999e-01;2.6902199999999998e-01;1.1137270000000001e-01;8.6655239999999994e-02;5.9111919999999998e-02;2.0268310000000000e-01;1.4726649999999999e-01;2.3858930000000000e-01;4.0789150000000003e-02;8.9356539999999998e-02;1.1044840000000000e-01;2.5619180000000003e-01;8.7396320000000000e-02;2.0424370000000001e-02;7.0950230000000003e-02;1.1490230000000000e-01;1.7182200000000000e-01;1.7053889999999999e-01;2.2788760000000000e-01;3.4327609999999997e-01;2.1465150000000000e-01;1.3746050000000001e-01;1.0557980000000000e-01;3.0306440000000001e-01;8.7019009999999994e-02;3.7144370000000003e-02
1.4749730000000000e-01;3.8987639999999997e-02;2.0434939999999999e-01;2.3257259999999999e-01;3.0929459999999999e-02;1.2436970000000000e-01;1.8334819999999999e-01;1.0282410000000000e-01;4.1218060000000001e-02;5.1629490000000000e-02;1.4045859999999999e-01;1.2211440000000000e-01;1.4782039999999999e-01;1.9746509999999998e-02;1.2731190000000001e-01;5.9835600000000003e-02;2.6070589999999999e-01;8.3353640000000007e-02;1.9999280000000001e-02;3.6180240000000002e-02;5.1507940000000002e-02;1.8030850000000001e-01;1.7542450000000001e-01;2.5620820000000000e-01;2.8282089999999999e-01;2.0809150000000001e-01;2.0543330000000001e-01;5.2136439999999999e-02;3.0155769999999998e-01;1.1881849999999999e-01;3.1407510000000000e-02
2.7293329999999999e-01;8.2578830000000006e-02;3.3758009999999999e-01;3.5121469999999999e-01;7.8603800000000001e-02;2.6856130000000000e-01;2.9801780000000000e-01;1.9409140000000000e-01;1.2514359999999999e-01;1.0888490000000001e-01;3.0257630000000002e-01;2.5767299999999999e-01;3.2394119999999998e-01;5.3468380000000003e-02;1.8819569999999999e-01;1.8660540000000000e-01;3.8218210000000002e-01;1.5749879999999999e-01;4.0864749999999998e-02;1.1059629999999999e-01;1.7347180000000001e-01;2.9385869999999997e-01;2.9114150000000000e-01;3.4922829999999999e-01;4.4052560000000002e-01;3.2831139999999998e-01;2.5308570000000002e-01;1.5904420000000000e-01;4.2471510000000001e-01;1.6643769999999999e-01;6.7569290000000004e-02
2.6994800000000002e-01;4.7828160000000002e-02;2.9498869999999999e-01;3.0437789999999998e-01;7.2914999999999994e-02;2.2178629999999999e-01;2.9227969999999998e-01;1.3387979999999999e-01;1.3541770000000000e-01;6.8330790000000002e-02;2.6271220000000001e-01;2.3737400000000000e-01;2.8919299999999998e-01;7.1714410000000006e-02;9.6950969999999997e-02;1.6514050000000000e-01;2.9956470000000002e-01;9.9731840000000002e-02;1.5088070000000000e-02;1.2833459999999999e-01;1.6255240000000001e-01;2.0277770000000001e-01;2.0915210000000001e-01;2.6964300000000002e-01;3.9348689999999997e-01;2.5430130000000001e-01;1.7068020000000000e-01;1.5189839999999999e-01;3.4882190000000002e-01;1.0883460000000000e-01;3.2602420000000000e-02
3.0624440000000003e-01;7.4698169999999994e-02;3.2996239999999999e-01;3.4435710000000003e-01;1.6074759999999999e-01;2.7754450000000003e-01;3.2875310000000002e-01;1.7737900000000001e-01;2.2963690000000000e-01;1.0146450000000000e-01;3.1837470000000001e-01;2.8658149999999999e-01;3.3255730000000000e-01;1.9432980000000000e-01;1.3997809999999999e-01;2.4797000000000000e-01;3.4769230000000001e-01;1.4011960000000001e-01;3.2940089999999998e-02;2.2233950000000000e-01;2.5206010000000001e-01;2.5808460000000000e-01;2.7505990000000002e-01;3.2367639999999998e-01;4.2096210000000001e-01;2.9481360000000001e-01;2.6270220000000000e-01;2.2640800000000000e-01;3.9251170000000002e-01;1.4612980000000000e-01;5.6951010000000003e-02
2.3906279999999999e-01;4.3605260000000000e-02;2.7188099999999998e-01;2.8043439999999997e-01;5.3979649999999997e-02;1.9466049999999999e-01;2.6240320000000000e-01;1.0549160000000000e-01;6.7971229999999994e-02;4.9738350000000001e-02;1.9268160000000001e-01;1.4653700000000000e-01;2.3396910000000001e-01;3.4042009999999998e-02;1.0850780000000000e-01;9.6470950000000000e-02;2.9450670000000001e-01;7.9788540000000005e-02;1.5153450000000001e-02;5.9450110000000000e-02;9.7372000000000000e-02;1.9921949999999999e-01;1.8920770000000001e-01;2.5836429999999999e-01;3.4817179999999998e-01;2.4779380000000001e-01;1.5094910000000000e-01;9.1074269999999999e-02;3.4296379999999999e-01;8.2548150000000001e-02;3.0908800000000000e-02
2.9310580000000003e-01;8.0639299999999997e-02;3.3957080000000001e-01;3.4959420000000002e-01;8.7045839999999999e-02;2.7035920000000002e-01;3.1868469999999999e-01;1.8890560000000001e-01;1.5826330000000000e-01;1.0905740000000000e-01;3.0885079999999998e-01;2.4629490000000001e-01;3.3539300000000000e-01;6.2637189999999995e-02;1.6014200000000001e-01;1.9712270000000001e-01;3.6069899999999999e-01;1.5160709999999999e-01;3.7293140000000002e-02;1.1863830000000000e-01;2.0253499999999999e-01;2.7408779999999999e-01;2.7407989999999999e-01;3.3105940000000000e-01;4.4112720000000000e-01;3.1249660000000001e-01;2.3352010000000001e-01;1.7887970000000000e-01;4.0324320000000002e-01;1.5564269999999999e-01;6.1578170000000002e-02
3.0982430000000000e-01;8.3076479999999994e-02;3.5038480000000000e-01;3.5933209999999999e-01;9.1034939999999995e-02;2.8139029999999998e-01;3.3398919999999999e-01;1.9747419999999999e-01;1.7483920000000000e-01;1.1764920000000000e-01;3.2271359999999999e-01;2.5882300000000003e-01;3.4873670000000001e-01;8.6936780000000005e-02;1.7220110000000000e-01;2.1516420000000000e-01;3.7106610000000001e-01;1.5727340000000001e-01;3.8311449999999997e-02;1.2352410000000000e-01;2.1795260000000000e-01;2.8437509999999999e-01;2.8447309999999998e-01;3.4062589999999998e-01;4.4977360000000000e-01;3.2290380000000002e-01;2.4329750000000000e-01;1.9025500000000001e-01;4.1393590000000002e-01;1.6248250000000000e-01;6.3248780000000004e-02
2.0727760000000001e-01;3.5317149999999999e-02;2.4019090000000001e-01;2.4958169999999999e-01;3.9385520000000000e-02;1.6057299999999999e-01;2.3088170000000000e-01;8.8551210000000005e-02;4.9790139999999997e-02;4.0148030000000001e-02;1.5882669999999999e-01;1.2667110000000001e-01;1.8937730000000000e-01;2.3849970000000002e-02;8.9957880000000004e-02;6.6026269999999998e-02;2.6440120000000000e-01;6.7039979999999999e-02;1.3169630000000000e-02;4.2257419999999997e-02;6.7268739999999994e-02;1.6752790000000001e-01;1.6014890000000001e-01;2.2735749999999999e-01;3.0041750000000000e-01;2.1626529999999999e-01;1.2991110000000000e-01;6.2303579999999997e-02;3.1443349999999998e-01;7.2203249999999997e-02;2.5342710000000001e-02
2.3004800000000000e-01;5.3415980000000002e-02;2.8930689999999998e-01;3.0423450000000002e-01;4.8694179999999997e-02;2.1669720000000001e-01;2.5524530000000001e-01;1.5742039999999999e-01;8.3210900000000004e-02;8.4804389999999993e-02;2.4354719999999999e-01;2.2623040000000000e-01;2.6185520000000001e-01;4.2956719999999997e-02;1.2366550000000000e-01;1.3772080000000000e-01;3.1964189999999998e-01;1.1997130000000000e-01;1.9165260000000000e-02;9.6924510000000005e-02;1.2033099999999999e-01;2.2230739999999999e-01;2.2535959999999999e-01;2.9102950000000000e-01;3.9119759999999998e-01;2.6498539999999998e-01;2.1322590000000000e-01;8.1200750000000002e-02;3.6823810000000001e-01;1.3917430000000000e-01;3.6107170000000001e-02
3.2517089999999998e-01;9.0470819999999993e-02;3.6583080000000001e-01;3.7735950000000001e-01;1.2383479999999999e-01;3.0711810000000000e-01;3.4763739999999999e-01;2.1129790000000001e-01;2.0793339999999999e-01;1.2584540000000000e-01;3.5087239999999997e-01;3.2460450000000002e-01;3.6787130000000001e-01;1.4605950000000001e-01;1.9167999999999999e-01;2.5690059999999998e-01;3.9566790000000002e-01;1.6902270000000000e-01;4.2706420000000002e-02;2.2458000000000000e-01;2.3246330000000001e-01;3.0880069999999998e-01;3.1536039999999999e-01;3.6365069999999999e-01;4.7181050000000002e-01;3.4336559999999999e-01;2.8283500000000000e-01;2.3260159999999999e-01;4.3819680000000000e-01;1.7292350000000001e-01;6.9940920000000004e-02
2.1028060000000001e-01;4.9683470000000000e-02;2.6831739999999998e-01;2.8266110000000000e-01;3.9638050000000001e-02;2.4852369999999999e-01;2.3573069999999999e-01;1.3381509999999999e-01;6.1877219999999997e-02;6.8513920000000006e-02;2.1491469999999999e-01;1.8265049999999999e-01;2.3218870000000000e-01;3.1374539999999999e-02;1.1250860000000000e-01;1.0577230000000000e-01;3.0440139999999999e-01;1.0290280000000000e-01;1.7073680000000001e-02;7.2441380000000000e-02;9.2400129999999997e-02;2.0873259999999999e-01;1.9901400000000000e-01;2.7222809999999997e-01;3.3871269999999998e-01;2.4668050000000000e-01;1.8855110000000000e-01;6.5459089999999998e-02;3.5271859999999999e-01;1.1498690000000000e-01;3.4727979999999999e-02
2.5316800000000000e-01;6.8186189999999994e-02;3.1848670000000001e-01;3.3167679999999999e-01;6.9403820000000005e-02;2.4598809999999999e-01;2.7783679999999999e-01;1.6438729999999999e-01;9.4911930000000005e-02;8.4837510000000005e-02;2.6372380000000001e-01;2.2661439999999999e-01;2.9607220000000001e-01;4.6372030000000002e-02;1.6713950000000000e-01;1.4761769999999999e-01;3.5993480000000000e-01;1.3240150000000001e-01;3.0494070000000002e-02;8.7935230000000003e-02;1.3808000000000001e-01;2.6799719999999999e-01;2.6627260000000003e-01;3.2934160000000001e-01;4.1101189999999999e-01;3.0810690000000002e-01;2.2909170000000001e-01;1.3584350000000001e-01;4.0232279999999998e-01;1.4468919999999999e-01;5.4554360000000003e-02
7.0018070000000002e-02;2.2180209999999999e-02;1.0824650000000000e-01;1.2513589999999999e-01;1.3428850000000001e-02;5.7905829999999998e-02;9.1011309999999998e-02;3.8922949999999998e-02;1.5911020000000001e-02;1.9660939999999998e-02;4.8529070000000001e-02;4.0627620000000003e-02;5.4350959999999997e-02;8.8218789999999995e-03;4.8742370000000000e-02;2.4420700000000000e-02;1.3050610000000001e-01;3.5315659999999999e-02;1.4289970000000001e-02;1.7210570000000001e-02;2.0329989999999999e-02;7.7924220000000002e-02;7.1718420000000005e-02;1.2055670000000000e-01;1.2633420000000001e-01;9.7091880000000005e-02;8.3475519999999998e-02;1.5833179999999999e-02;1.6809650000000001e-01;3.9990079999999997e-02;2.0563550000000000e-02
2.5082070000000001e-01;7.1920559999999994e-02;3.2079910000000000e-01;3.3597210000000000e-01;6.6637310000000005e-02;2.4837819999999999e-01;2.7472190000000002e-01;1.7605480000000001e-01;9.4356430000000005e-02;9.5902790000000002e-02;2.6563160000000002e-01;2.3554430000000001e-01;2.9756300000000002e-01;4.6152789999999999e-02;1.6630100000000000e-01;1.4951439999999999e-01;3.6295539999999998e-01;1.4197720000000000e-01;3.5839440000000000e-02;9.1041839999999999e-02;1.3664129999999999e-01;2.7160810000000002e-01;2.7227279999999998e-01;3.3420879999999997e-01;4.1808489999999998e-01;3.1213999999999997e-01;2.3961399999999999e-01;1.3568469999999999e-01;4.0766019999999997e-01;1.6021220000000000e-01;5.5806359999999999e-02
2.1410399999999999e-01;6.2112800000000003e-02;2.9454120000000000e-01;3.1359199999999998e-01;5.1532300000000003e-02;2.1727790000000000e-01;2.4106190000000000e-01;1.5024270000000001e-01;6.9573109999999994e-02;8.1583370000000002e-02;2.1900929999999999e-01;1.9416050000000001e-01;2.3695669999999999e-01;3.3266509999999999e-02;1.7333270000000001e-01;1.1629970000000001e-01;3.4980570000000000e-01;1.2410069999999999e-01;3.2843879999999999e-02;6.6463280000000000e-02;9.1270829999999997e-02;2.5525480000000000e-01;2.5084630000000002e-01;3.3084839999999999e-01;3.9460869999999998e-01;3.0123860000000002e-01;2.4512380000000000e-01;9.2461409999999994e-02;3.9144689999999999e-01;1.5607940000000001e-01;4.9932810000000001e-02
1.9913359999999999e-01;4.4756419999999998e-02;2.6696599999999998e-01;2.8290019999999999e-01;4.5323160000000001e-02;1.8311549999999999e-01;2.2371260000000001e-01;1.0905500000000000e-01;5.8886410000000000e-02;5.3024790000000002e-02;1.8401729999999999e-01;1.4784010000000000e-01;2.0240169999999999e-01;2.8303459999999999e-02;1.1888640000000000e-01;8.3665710000000004e-02;2.9916480000000001e-01;8.7381260000000002e-02;1.9693690000000000e-02;4.9881219999999997e-02;7.5651830000000003e-02;2.0054279999999999e-01;1.9779840000000001e-01;2.7389150000000001e-01;3.4718220000000000e-01;2.5125320000000001e-01;1.7824160000000000e-01;7.8593560000000007e-02;3.4426699999999999e-01;1.0807890000000001e-01;3.4602340000000002e-02
1.3489789999999999e-01;1.8478339999999999e-02;1.8175790000000000e-01;1.9627900000000001e-01;1.9669579999999999e-02;1.0275390000000000e-01;1.5688310000000000e-01;4.2532359999999998e-02;2.1134000000000000e-02;1.3446770000000000e-02;5.9774590000000002e-02;4.8534460000000001e-02;8.9893799999999996e-02;9.7811110000000003e-03;8.2407389999999997e-02;3.1592339999999997e-02;2.3862280000000000e-01;3.1412450000000001e-02;6.1914500000000003e-03;1.8559260000000001e-02;2.7051490000000001e-02;1.4212880000000000e-01;1.1678340000000000e-01;2.1010360000000000e-01;1.7699300000000001e-01;1.7574260000000000e-01;1.1690700000000000e-01;2.4263989999999999e-02;2.8681020000000002e-01;3.4440449999999997e-02;1.2731510000000000e-02
2.8103840000000002e-01;8.0552009999999993e-02;3.4031299999999998e-01;3.5198940000000001e-01;7.9902340000000002e-02;2.7023809999999998e-01;3.0570370000000002e-01;1.9584679999999999e-01;1.3725409999999999e-01;1.1165870000000000e-01;3.1631680000000001e-01;2.6445229999999997e-01;3.3150790000000002e-01;5.7577589999999998e-02;1.7724920000000000e-01;1.9536990000000001e-01;3.7715989999999999e-01;1.5659480000000001e-01;3.8143370000000003e-02;1.1209880000000000e-01;1.7097470000000001e-01;2.8773110000000002e-01;2.8615109999999999e-01;3.4413929999999998e-01;4.3613130000000000e-01;3.2419340000000002e-01;2.4658690000000000e-01;1.6549730000000001e-01;4.2078979999999999e-01;1.6561550000000000e-01;6.1270800000000000e-02
2.8291240000000001e-01;7.7751950000000000e-02;3.3754269999999997e-01;3.4969090000000003e-01;7.9763920000000002e-02;2.6805400000000001e-01;3.0766280000000001e-01;1.8966089999999999e-01;1.3745779999999999e-01;1.0621190000000000e-01;3.0460419999999999e-01;2.4944100000000000e-01;3.2789030000000002e-01;5.7730219999999999e-02;1.6824030000000001e-01;1.8686700000000001e-01;3.6724190000000001e-01;1.5220200000000000e-01;3.6035560000000001e-02;1.0832470000000000e-01;1.7417560000000001e-01;2.7988839999999998e-01;2.8027160000000001e-01;3.3757130000000002e-01;4.3662630000000002e-01;3.1834459999999998e-01;2.4005309999999999e-01;1.6485440000000001e-01;4.0919770000000000e-01;1.5973209999999999e-01;5.8330260000000002e-02
1.3757090000000000e-01;3.7422280000000002e-02;2.1248080000000000e-01;2.3180529999999999e-01;1.8115170000000000e-02;1.8655060000000001e-01;1.6205190000000000e-01;1.1288110000000000e-01;2.6891149999999999e-02;5.6539920000000000e-02;1.3777229999999999e-01;1.1229970000000000e-01;1.5056839999999999e-01;1.1658760000000001e-02;9.5055070000000005e-02;4.4793649999999997e-02;2.5637159999999998e-01;8.7436870000000000e-02;1.4849650000000001e-02;2.8055950000000000e-02;3.8259160000000000e-02;1.6508200000000001e-01;1.5780810000000001e-01;2.3307090000000000e-01;2.7696120000000002e-01;1.9547020000000001e-01;1.6993800000000001e-01;3.4121779999999997e-02;3.0194130000000002e-01;1.0625510000000001e-01;2.6391009999999999e-02
2.0616970000000001e-01;5.4265630000000002e-02;2.8505720000000001e-01;3.0203229999999998e-01;4.9140049999999998e-02;2.0471839999999999e-01;2.3267740000000001e-01;1.3232650000000001e-01;6.6652249999999996e-02;6.9645609999999997e-02;2.0392700000000000e-01;1.7533380000000001e-01;2.2351730000000000e-01;3.1503219999999998e-02;1.4250640000000001e-01;1.0431420000000000e-01;3.2465139999999998e-01;1.0845980000000000e-01;2.7153119999999999e-02;5.7496909999999998e-02;8.7010199999999996e-02;2.2915590000000000e-01;2.3153219999999999e-01;3.0605919999999998e-01;3.7770530000000002e-01;2.7803139999999998e-01;2.1772580000000000e-01;8.8355980000000001e-02;3.6744310000000002e-01;1.3990569999999999e-01;4.2942229999999998e-02
2.8708760000000000e-01;7.6733480000000007e-02;3.2849139999999999e-01;3.3701500000000001e-01;8.1114900000000004e-02;2.5585910000000001e-01;3.0958790000000003e-01;1.7309369999999999e-01;1.3762489999999999e-01;9.7038609999999997e-02;2.9413770000000000e-01;2.4292580000000000e-01;3.1970019999999999e-01;5.1760470000000003e-02;1.5386520000000001e-01;1.8156880000000000e-01;3.5426310000000000e-01;1.3825470000000001e-01;3.3736910000000002e-02;1.1294360000000001e-01;1.8571019999999999e-01;2.6221870000000003e-01;2.5750740000000000e-01;3.2117050000000003e-01;4.2245899999999997e-01;3.0215730000000002e-01;2.1654180000000001e-01;1.6213690000000000e-01;3.9944839999999998e-01;1.4030830000000000e-01;5.8911810000000002e-02
2.9484719999999998e-01;7.6099730000000004e-02;3.3070959999999999e-01;3.3976220000000001e-01;8.7050920000000004e-02;2.6078330000000000e-01;3.1999600000000000e-01;1.7171380000000000e-01;1.4685640000000000e-01;9.7510520000000003e-02;2.9735060000000002e-01;2.3135370000000000e-01;3.2669910000000002e-01;6.6297690000000006e-02;1.6019230000000001e-01;1.9019820000000001e-01;3.5382490000000000e-01;1.3669729999999999e-01;3.2539060000000002e-02;1.1391820000000000e-01;1.9742360000000000e-01;2.6606990000000003e-01;2.6146609999999998e-01;3.2200770000000001e-01;4.2938620000000000e-01;3.0520670000000000e-01;2.2004509999999999e-01;1.6979520000000001e-01;3.9641920000000003e-01;1.3806389999999999e-01;5.7988320000000003e-02
2.5765169999999998e-01;7.6549870000000006e-02;3.2671450000000002e-01;3.4024549999999998e-01;7.1263779999999999e-02;2.5483919999999999e-01;2.8182040000000003e-01;1.8677940000000001e-01;1.0269730000000001e-01;1.0523090000000000e-01;2.8305300000000000e-01;2.5837599999999999e-01;3.1169409999999997e-01;4.8229660000000001e-02;1.6937289999999999e-01;1.6518820000000001e-01;3.7038800000000000e-01;1.5062729999999999e-01;3.7184839999999997e-02;1.0047929999999999e-01;1.5032560000000000e-01;2.7795650000000000e-01;2.7518939999999997e-01;3.3723059999999999e-01;4.2686299999999999e-01;3.1331660000000000e-01;2.4199250000000000e-01;1.4113890000000001e-01;4.1501260000000001e-01;1.6356570000000001e-01;5.9104480000000001e-02
1.9850909999999999e-01;4.5668899999999998e-02;2.7531620000000001e-01;2.9503780000000002e-01;4.4118390000000000e-02;1.9165280000000001e-01;2.2616790000000001e-01;1.2837050000000000e-01;5.8253220000000001e-02;6.5410659999999995e-02;1.9107840000000001e-01;1.6642450000000000e-01;2.0882170000000000e-01;2.7453510000000000e-02;1.4828959999999999e-01;8.8297059999999997e-02;3.2164280000000001e-01;1.0149730000000000e-01;2.0948840000000000e-02;4.6354729999999997e-02;7.4520820000000002e-02;2.2465330000000000e-01;2.2662270000000001e-01;3.0600210000000000e-01;3.7255450000000001e-01;2.7633530000000001e-01;2.2053390000000000e-01;7.7042169999999993e-02;3.6580710000000000e-01;1.3841500000000001e-01;3.3943790000000001e-02
2.5543890000000002e-01;6.1942259999999999e-02;3.1208789999999997e-01;3.2406439999999997e-01;6.8685230000000000e-02;2.3898100000000000e-01;2.7983400000000003e-01;1.5474750000000001e-01;9.4082719999999995e-02;7.8979240000000006e-02;2.5939150000000000e-01;2.1374240000000000e-01;2.9105280000000000e-01;4.5772779999999999e-02;1.5232180000000001e-01;1.4124070000000000e-01;3.4601140000000002e-01;1.2042050000000000e-01;2.4716980000000000e-02;8.2530179999999995e-02;1.4176759999999999e-01;2.5415789999999999e-01;2.5174059999999998e-01;3.1589329999999999e-01;4.0417389999999997e-01;2.9734959999999999e-01;2.1196180000000001e-01;1.3266849999999999e-01;3.9054030000000001e-01;1.3217290000000001e-01;4.7426679999999999e-02
3.3947549999999999e-01;7.8670140000000000e-02;3.5644680000000001e-01;3.7089909999999998e-01;2.0598290000000000e-01;3.1260290000000002e-01;3.5986459999999998e-01;1.9387799999999999e-01;2.8312860000000001e-01;1.1214600000000000e-01;3.5671370000000002e-01;3.2689869999999999e-01;3.6964029999999998e-01;2.5068089999999998e-01;1.7199570000000000e-01;2.8799690000000000e-01;3.7759150000000002e-01;1.5053250000000001e-01;3.3644859999999999e-02;2.6691310000000001e-01;3.0198459999999999e-01;2.9216950000000003e-01;3.2327230000000001e-01;3.5958289999999998e-01;4.6168989999999999e-01;3.2605790000000001e-01;3.0505719999999997e-01;2.8031830000000002e-01;4.2035030000000001e-01;1.5919130000000001e-01;5.8342400000000003e-02
2.5463750000000002e-01;6.2037139999999998e-02;3.1494810000000001e-01;3.2739410000000002e-01;6.3773629999999998e-02;2.4049960000000001e-01;2.7712619999999999e-01;1.6746130000000001e-01;9.4026070000000003e-02;8.9738550000000000e-02;2.7755320000000000e-01;2.4779190000000001e-01;2.9089979999999999e-01;4.4196939999999997e-02;1.4699970000000001e-01;1.4920490000000000e-01;3.4864079999999997e-01;1.2934050000000000e-01;2.5011400000000000e-02;8.7207510000000002e-02;1.3982849999999999e-01;2.5467469999999998e-01;2.5119279999999999e-01;3.1808500000000001e-01;4.2194179999999998e-01;2.9592689999999999e-01;2.1733150000000001e-01;1.3536229999999999e-01;3.9499410000000001e-01;1.4470120000000000e-01;4.3998130000000003e-02
2.9194650000000000e-01;7.3776770000000005e-02;3.2534689999999999e-01;3.3307120000000001e-01;8.4520090000000006e-02;2.5229150000000000e-01;3.1397730000000001e-01;1.6488349999999999e-01;1.4861530000000001e-01;9.1662540000000001e-02;2.8806520000000002e-01;2.3165279999999999e-01;3.1726569999999998e-01;5.9945089999999999e-02;1.5421599999999999e-01;1.7860450000000000e-01;3.5133619999999999e-01;1.3078250000000000e-01;3.1222320000000001e-02;1.1060560000000000e-01;1.8910800000000000e-01;2.5923950000000001e-01;2.5209419999999999e-01;3.1540940000000001e-01;4.0705249999999998e-01;2.9953020000000002e-01;2.1047920000000001e-01;1.6232600000000000e-01;3.9667980000000003e-01;1.3152780000000000e-01;5.6682490000000002e-02
1.2462860000000001e-01;2.9182989999999999e-02;1.8091479999999999e-01;2.0814130000000000e-01;2.4781490000000000e-02;1.0632020000000000e-01;1.5863060000000001e-01;7.9974030000000002e-02;3.1210870000000002e-02;3.5905830000000000e-02;1.0709790000000000e-01;9.4282569999999996e-02;1.2095409999999999e-01;1.4905359999999999e-02;1.0100060000000000e-01;4.7434879999999999e-02;2.3717289999999999e-01;6.3342389999999998e-02;1.3515249999999999e-02;2.7568470000000001e-02;4.4857889999999997e-02;1.5558330000000001e-01;1.4225019999999999e-01;2.2856370000000001e-01;2.5448820000000000e-01;1.8285100000000001e-01;1.7562369999999999e-01;4.3491719999999998e-02;2.8020590000000001e-01;9.1576320000000003e-02;2.2875949999999999e-02
2.7968820000000000e-01;8.2010169999999993e-02;3.4055190000000002e-01;3.5176130000000000e-01;7.9080390000000000e-02;2.6929989999999998e-01;3.0401170000000000e-01;1.9701089999999999e-01;1.3086970000000001e-01;1.1327110000000000e-01;3.0715219999999999e-01;2.7147830000000001e-01;3.3246320000000001e-01;5.7119870000000003e-02;1.6808760000000000e-01;1.9750989999999999e-01;3.7375340000000001e-01;1.5720290000000001e-01;3.8015840000000002e-02;1.1421199999999999e-01;1.8349309999999999e-01;2.8305979999999997e-01;2.8242400000000001e-01;3.4058050000000001e-01;4.4563049999999998e-01;3.2049119999999998e-01;2.4356059999999999e-01;1.6562270000000001e-01;4.1771690000000000e-01;1.6668849999999999e-01;6.0769549999999999e-02
3.0675370000000002e-01;7.1773710000000004e-02;3.3513650000000000e-01;3.4287550000000000e-01;8.8347590000000004e-02;2.6271850000000002e-01;3.2698780000000000e-01;1.6667670000000001e-01;1.6683149999999999e-01;9.1967469999999996e-02;3.1188990000000000e-01;2.6936529999999997e-01;3.3459420000000001e-01;9.1338219999999998e-02;1.5749109999999999e-01;2.0788429999999999e-01;3.6004100000000000e-01;1.2973540000000000e-01;2.8488110000000001e-02;1.5333459999999999e-01;1.9172860000000000e-01;2.6660590000000001e-01;2.6145299999999999e-01;3.2485570000000002e-01;4.2649650000000000e-01;3.0974320000000000e-01;2.1913959999999999e-01;1.8551660000000000e-01;4.0532479999999999e-01;1.3229540000000001e-01;5.3667029999999998e-02
1.5533500000000000e-01;3.7816070000000000e-02;2.2370360000000000e-01;2.4392130000000001e-01;3.4188209999999997e-02;1.2974120000000000e-01;1.8505750000000001e-01;9.6991400000000005e-02;4.4200980000000001e-02;4.7573339999999999e-02;1.4585180000000000e-01;1.2418250000000000e-01;1.5652410000000000e-01;2.1606420000000001e-02;1.1378570000000000e-01;6.2495410000000001e-02;2.5711489999999998e-01;7.8711870000000003e-02;1.8489499999999999e-02;3.7842639999999997e-02;6.1285979999999997e-02;1.7629010000000001e-01;1.7400170000000001e-01;2.5901689999999999e-01;3.1025280000000000e-01;2.2000210000000001e-01;1.9096990000000000e-01;5.7231770000000001e-02;2.9780499999999999e-01;1.1398090000000000e-01;2.9991150000000001e-02
1.2094240000000001e-01;1.9638309999999999e-02;1.5166360000000001e-01;1.8721140000000000e-01;1.4893389999999999e-02;7.1465009999999995e-02;1.5535409999999999e-01;7.2768200000000005e-02;2.2667480000000000e-02;3.5465139999999999e-02;8.5857970000000006e-02;6.7747210000000002e-02;8.2237649999999995e-02;9.4428580000000002e-03;8.8189080000000003e-02;3.5763000000000003e-02;1.8387329999999999e-01;5.7116529999999999e-02;1.0008009999999999e-02;1.6830660000000001e-02;2.5924639999999999e-02;1.1660270000000000e-01;1.0802560000000000e-01;1.8649640000000001e-01;1.9057610000000000e-01;1.4063800000000001e-01;1.7192879999999999e-01;2.5327789999999999e-02;2.2162589999999999e-01;9.3944280000000005e-02;1.5286490000000000e-02
2.6579979999999997e-01;7.0750649999999998e-02;3.1488870000000002e-01;3.2578590000000002e-01;7.5114470000000003e-02;2.4362220000000001e-01;2.9106179999999998e-01;1.6032990000000000e-01;1.1540159999999999e-01;8.5879800000000006e-02;2.6774460000000000e-01;2.1716800000000000e-01;2.9933959999999998e-01;4.2725190000000003e-02;1.5156729999999999e-01;1.5635170000000001e-01;3.4580970000000000e-01;1.2830939999999999e-01;3.0975309999999999e-02;9.7265509999999999e-02;1.5564850000000000e-01;2.5525199999999998e-01;2.4838140000000000e-01;3.1197300000000000e-01;4.0508749999999999e-01;2.9487239999999998e-01;2.0964569999999999e-01;1.4299950000000000e-01;3.8997300000000001e-01;1.3142690000000001e-01;5.6112769999999999e-02
1.8216230000000000e-01;6.2314250000000002e-02;2.6822079999999998e-01;2.8844429999999999e-01;3.4669520000000002e-02;1.9072230000000001e-01;2.1095249999999999e-01;1.6770299999999999e-01;5.2881549999999999e-02;9.4955709999999999e-02;2.0530670000000001e-01;1.8927130000000000e-01;2.1497089999999999e-01;2.3643609999999999e-02;1.5205199999999999e-01;9.5245380000000004e-02;3.2370539999999998e-01;1.3497550000000000e-01;2.9036869999999999e-02;5.6833799999999997e-02;7.0264640000000003e-02;2.2820340000000000e-01;2.2693840000000001e-01;2.9486180000000001e-01;3.3600799999999997e-01;2.6013730000000002e-01;2.3960180000000000e-01;6.2965789999999994e-02;3.6811470000000002e-01;1.5613020000000000e-01;4.6823780000000002e-02
